,travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
613,walk,HBO,full,3,12.01666667,28,1,0,1160,0.326111111,0.1125,0.126111111,0.180617,0,15-20k,4,0.246111111,North London
614,pt,HBW,full,5,18.0,30,0,0,17717,3.792777778,1.209722222,0.988888889,0.628371,0,25-35k,3,0.8625,West London
615,pt,HBO,free,3,10.0,76,0,0,4528,1.098888889,0.336666667,0.314444444,0.292403,0,<5k,1,0.749444444,West London
616,pt,HBO,full,5,13.0,35,1,0,11619,2.84,0.920555556,0.754722222,0.550607,0,15-20k,2,0.785277778,West London
617,drive,HBO,free,2,15.16666667,76,1,0,3459,0.848611111,0.278611111,0.1875,0.192593,1,15-20k,2,0.397222222,West London
618,walk,HBO,full,4,20.0,27,0,1,582,0.158055556,0.049444444,0.054722222,0.22335,1,35-50k,1,0.143333333,Central London
619,drive,HBE,full,3,14.83333333,54,1,1,815,0.196666667,0.097777778,0.100555556,0.116022,4,35-50k,5,0.154444444,East London
620,drive,HBO,full,7,11.5,45,1,1,2493,0.606388889,0.181944444,0.136388889,0.1222,1,5-10k,1,0.292222222,West London
621,drive,NHBO,free,6,12.5,63,0,1,7800,2.076666667,0.664444444,0.467222222,0.442331,2,20-25k,4,0.721944444,West London
622,walk,HBW,dis,1,13.0,38,0,1,942,0.248055556,0.090277778,0.108333333,0.292308,0,>100k,2,0.160555556,Central London
623,drive,NHBO,full,5,18.5,83,1,1,7903,1.814444444,0.555,0.371944444,0.441374,1,15-20k,1,0.754444444,Central London
624,pt,HBW,full,2,7.666666667,37,1,1,19377,4.271388889,1.358055556,1.283333333,0.709091,1,50-75k,2,1.330833333,South London
625,walk,NHBO,full,3,16.5,56,1,0,1491,0.411666667,0.151666667,0.110277778,0.209068,0,5-10k,2,0.242777778,North London
626,pt,HBO,full,2,14.0,46,0,1,7731,1.820555556,0.538333333,0.525,0.551323,0,15-20k,1,0.490833333,East London
627,walk,HBO,full,4,19.0,21,0,1,3148,0.780555556,0.252222222,0.230555556,0.520482,0,<5k,4,0.398333333,West London
628,walk,HBO,full,2,19.5,49,1,0,680,0.244444444,0.081944444,0.067777778,0.0368852,0,<5k,2,0.191111111,East London
629,walk,HBO,full,2,18.08333333,53,1,1,1121,0.380833333,0.106388889,0.081666667,0.139456,2,50-75k,4,0.358611111,West London
630,pt,HBO,free,6,12.5,79,1,0,3274,0.802222222,0.237222222,0.318611111,0.608544,0,5-10k,1,0.484722222,South London
631,drive,HBO,full,7,16.91666667,54,1,0,1785,0.458055556,0.124166667,0.144722222,0.324376,1,35-50k,4,0.298333333,West London
632,walk,HBW,full,3,8.833333333,47,1,0,335,0.131388889,0.084166667,0.0675,0.213992,1,10-15k,2,0.118333333,East London
633,drive,HBW,full,7,6.833333333,25,1,1,3315,0.815833333,0.295,0.191666667,0.231884,1,25-35k,2,0.241666667,Central London
634,drive,HBO,free,4,11.5,38,0,1,7643,1.823611111,0.527222222,0.370833333,0.149813,2,25-35k,2,0.646388889,South London
635,pt,B,full,4,12.5,57,0,1,3734,0.913888889,0.296388889,0.261111111,0.223404,1,>100k,2,0.525555556,Central London
636,pt,NHBO,full,1,12.0,47,1,1,3458,0.884722222,0.312777778,0.194166667,0.240343,1,25-35k,1,0.330555556,South London
637,pt,B,full,2,12.0,24,1,0,1805,0.528333333,0.171666667,0.1425,0.333333,0,5-10k,3,0.268055556,Central London
638,pt,NHBO,full,6,0.0,31,1,0,7808,1.883055556,0.652222222,0.536666667,0.717391,0,50-75k,2,0.640833333,Central London
639,walk,HBO,full,2,9.0,52,0,1,1111,0.290555556,0.083333333,0.100277778,0.182825,4,20-25k,4,0.240277778,South London
640,drive,HBO,full,1,18.5,37,1,1,2138,0.5825,0.186944444,0.140555556,0.314229,1,10-15k,3,0.418611111,South London
641,drive,HBE,full,3,8.0,57,1,1,2921,0.729444444,0.206944444,0.239166667,0.370499,1,20-25k,4,0.548055556,South London
642,pt,HBO,free,1,19.33333333,8,1,0,3444,0.963888889,0.321388889,0.281388889,0.448174,0,15-20k,3,0.675277778,South London
643,drive,HBE,free,5,15.58333333,34,1,0,6969,1.725555556,0.530833333,0.603055556,0.341317,1,25-35k,4,1.099444444,South London
644,walk,NHBO,free,4,12.75,72,1,0,211,0.053333333,0.035555556,0.042777778,0.11039,0,<5k,1,0.065,West London
645,drive,HBO,full,5,12.0,33,1,1,1514,0.488333333,0.173333333,0.154722222,0.24237,1,50-75k,1,0.299444444,West London
646,pt,HBW,full,5,18.5,24,1,0,5954,1.408055556,0.495833333,0.587777778,0.653119,0,15-20k,2,0.571666667,East London
647,drive,NHBO,full,7,13.5,52,1,1,11070,2.450833333,0.780277778,0.613611111,0.629244,1,35-50k,1,0.833055556,Central London
648,drive,HBO,free,5,14.0,79,1,1,2262,0.5875,0.184444444,0.150277778,0.168207,2,>100k,2,0.326388889,East London
649,drive,HBO,full,1,14.66666667,37,1,1,969,0.231666667,0.068333333,0.051944444,0.219251,1,25-35k,3,0.121111111,South London
650,drive,NHBO,full,2,8.016666667,44,1,1,13315,3.163333333,1.088055556,0.703611111,0.66364,3,75-100k,4,1.015833333,South London
651,pt,NHBO,full,1,8.833333333,27,1,1,3288,0.806666667,0.274444444,0.277222222,0.636273,0,20-25k,2,0.243055556,Central London
652,pt,HBO,full,7,11.5,45,1,0,12026,2.711666667,0.862777778,0.585555556,0.5574,0,20-25k,5,0.963055556,West London
653,pt,HBO,free,7,13.0,79,0,1,6670,1.614444444,0.512777778,0.336666667,0.318482,0,15-20k,1,0.953611111,South London
654,drive,HBO,full,6,7.416666667,53,0,1,4512,1.124444444,0.306388889,0.222222222,0.30625,1,25-35k,2,0.438888889,South London
655,drive,HBO,full,6,1.0,23,1,0,21318,5.028055556,1.746388889,0.928333333,0.441951,1,15-20k,4,1.818611111,South London
656,drive,NHBO,full,6,21.5,27,1,0,4503,1.110833333,0.414444444,0.273333333,0.359756,0,50-75k,1,0.514722222,North London
657,drive,HBO,full,6,14.0,40,0,1,1672,0.468333333,0.146388889,0.088333333,0.232704,2,20-25k,4,0.167222222,South London
658,drive,NHBO,free,4,18.75,69,0,1,2378,0.673333333,0.2275,0.16,0.345486,1,35-50k,2,0.548333333,South London
659,walk,HBO,free,6,16.0,64,1,0,1544,0.417777778,0.1275,0.128888889,0.0668103,0,10-15k,2,0.344166667,North London
660,drive,HBO,free,7,13.5,66,1,1,1398,0.356111111,0.172222222,0.0875,0.161905,1,35-50k,2,0.160277778,Central London
661,drive,NHBO,free,4,15.0,81,1,1,1759,0.480555556,0.146388889,0.104444444,0.25,2,>100k,3,0.298888889,North London
662,drive,NHBO,full,5,7.683333333,47,1,1,2141,0.5,0.130555556,0.141388889,0.438114,1,>100k,3,0.349166667,Central London
663,pt,HBW,full,5,7.916666667,30,1,0,19101,4.303055556,1.356944444,1.210277778,0.61625,0,35-50k,2,0.915277778,South London
664,pt,HBE,dis,2,8.0,18,1,0,2551,0.65,0.230277778,0.169722222,0.270049,1,10-15k,2,0.373611111,North London
665,walk,HBE,full,5,12.33333333,32,1,1,897,0.213055556,0.094166667,0.091388889,0.00911854,1,50-75k,3,0.129166667,West London
666,walk,NHBO,free,5,11.25,71,0,1,1729,0.430277778,0.1275,0.116388889,0.298329,1,5-10k,1,0.2675,North London
667,drive,HBO,full,3,12.58333333,36,1,1,4591,1.048611111,0.288611111,0.176666667,0.174528,2,75-100k,4,0.566388889,West London
668,cycle,HBO,full,6,17.5,38,1,1,4137,1.013333333,0.318888889,0.193333333,0.324713,0,5-10k,2,0.384166667,West London
669,drive,HBO,full,6,11.0,58,1,0,15064,3.474166667,1.056111111,0.926388889,0.622789,0,15-20k,1,1.232222222,Central London
670,pt,HBE,full,4,15.0,53,1,0,1201,0.335,0.1425,0.075,0.111111,1,35-50k,3,0.252222222,Central London
671,walk,HBO,full,3,15.0,53,1,1,1852,0.401388889,0.137777778,0.156944444,0.423009,1,10-15k,3,0.251388889,South London
672,pt,HBO,free,6,9.5,83,1,0,1221,0.313333333,0.102222222,0.071944444,0.0733591,0,5-10k,1,0.206944444,South London
673,pt,HBO,full,4,13.5,33,1,1,5155,1.312777778,0.393611111,0.306388889,0.292838,1,50-75k,4,0.725,West London
674,pt,HBW,full,6,18.5,21,1,0,2111,0.561111111,0.156111111,0.146388889,0.233397,0,20-25k,3,0.183611111,South London
675,walk,HBO,full,2,13.5,33,1,1,992,0.234444444,0.143055556,0.090277778,0.492308,1,75-100k,2,0.190833333,South London
676,drive,B,full,5,9.0,42,0,1,5327,1.294166667,0.417777778,0.501944444,0.526287,1,5-10k,4,0.628611111,Central London
677,drive,HBO,free,2,21.66666667,71,1,0,2772,0.626111111,0.259722222,0.138333333,0.144578,1,20-25k,2,0.246944444,West London
678,drive,HBE,free,5,7.75,10,0,0,1866,0.489722222,0.205,0.173333333,0.261218,2,>100k,4,0.355,Central London
679,walk,HBO,dis,6,12.0,24,1,1,1014,0.241666667,0.074444444,0.076388889,0.258182,0,<5k,1,0.170833333,West London
680,drive,HBO,full,7,13.5,30,1,1,879,0.225277778,0.071388889,0.0575,0.270531,0,35-50k,3,0.146111111,South London
681,drive,HBO,full,6,12.75,44,1,1,6057,1.570833333,0.522222222,0.312777778,0.554174,1,35-50k,4,0.719166667,West London
682,walk,HBO,full,2,14.25,48,1,0,502,0.155833333,0.0475,0.084166667,0.336634,0,<5k,2,0.151944444,East London
683,pt,HBW,full,4,23.0,41,1,1,14711,3.459444444,1.121388889,0.733888889,0.492051,1,>100k,5,0.955833333,South London
684,walk,HBO,full,1,10.25,36,1,0,609,0.17,0.049166667,0.046111111,0.0903614,1,50-75k,3,0.144166667,West London
685,pt,HBO,16+,3,21.0,16,1,0,6754,1.665833333,0.461944444,0.480277778,0.446501,0,10-15k,5,0.792222222,Central London
686,walk,HBO,full,4,20.25,50,0,1,1789,0.4125,0.131111111,0.106666667,0.0989583,1,<5k,1,0.191944444,West London
687,pt,HBO,full,5,20.0,45,1,0,6447,1.520555556,0.460555556,0.416666667,0.395333,0,10-15k,1,0.686111111,South London
688,pt,HBW,full,2,7.5,27,1,1,6347,1.611111111,0.599166667,0.487777778,0.653189,0,50-75k,2,0.524444444,West London
689,pt,HBW,full,5,8.25,52,1,1,3699,0.876111111,0.268055556,0.303611111,0.643184,2,>100k,2,0.311666667,Central London
690,drive,HBO,full,6,20.5,21,0,0,1335,0.375,0.090833333,0.074722222,0.0780669,0,25-35k,5,0.306666667,West London
691,drive,HBO,full,7,11.83333333,24,0,1,1219,0.319444444,0.134444444,0.108055556,0.491003,2,25-35k,2,0.259444444,West London
692,drive,HBO,free,5,7.0,9,1,0,8993,2.047222222,0.568333333,0.456666667,0.480535,1,50-75k,3,0.803888889,South London
693,drive,HBW,free,4,18.0,62,1,1,10505,2.488888889,0.778055556,0.578055556,0.362326,2,75-100k,2,1.2025,South London
694,cycle,HBW,full,5,7.5,31,0,1,11033,2.567777778,0.845,0.754166667,0.675875,0,35-50k,2,1.032777778,South London
695,walk,HBE,free,2,7.75,10,1,0,354,0.131388889,0.038333333,0.046111111,0.0120482,1,75-100k,3,0.110277778,West London
696,pt,HBO,full,3,17.5,22,1,0,3616,0.850833333,0.224444444,0.245,0.378685,1,20-25k,5,0.469444444,West London
697,walk,HBO,full,7,13.85,45,1,1,512,0.45,0.121388889,0.074166667,0.0187266,1,10-15k,1,0.413611111,East London
698,drive,NHBO,dis,7,9.5,21,1,0,4104,1.047777778,0.363888889,0.226388889,0.373006,3,>100k,3,0.355277778,West London
699,drive,HBO,full,5,17.0,55,1,1,2041,0.501111111,0.161388889,0.135833333,0.210634,2,50-75k,3,0.348611111,West London
700,drive,HBW,full,1,8.5,58,1,1,1965,0.440833333,0.107777778,0.099444444,0.555866,2,50-75k,2,0.256388889,South London
701,walk,HBO,free,2,9.0,66,1,0,620,0.216666667,0.070277778,0.075833333,0.564103,0,5-10k,2,0.118055556,East London
702,pt,HBO,full,5,18.0,41,1,1,14639,3.285,1.083611111,0.755833333,0.671444,2,>100k,4,0.878055556,North London
703,drive,B,full,2,7.0,34,1,1,5614,1.493333333,0.548888889,0.320833333,0.412121,1,10-15k,4,0.933611111,Central London
704,pt,NHBO,dis,3,13.5,36,1,0,10226,2.346944444,0.694722222,0.426388889,0.316612,0,5-10k,5,0.775555556,East London
705,pt,B,dis,4,17.0,18,1,0,10200,2.285277778,0.713611111,0.788611111,0.723142,0,10-15k,2,0.721388889,West London
706,drive,HBO,full,5,22.5,55,1,1,1139,0.419444444,0.138333333,0.060277778,0.0921659,2,35-50k,3,0.164722222,West London
707,drive,B,full,1,18.75,51,1,0,10400,2.619444444,0.817222222,0.602777778,0.454839,0,25-35k,3,1.022777778,Central London
708,drive,HBE,full,4,15.33333333,34,0,1,653,0.303055556,0.093055556,0.086111111,0.164516,1,25-35k,4,0.277222222,West London
709,pt,HBW,full,2,6.5,45,1,0,8937,2.177777778,0.813611111,0.488055556,0.554923,0,5-10k,5,0.769166667,Central London
710,drive,B,full,7,18.75,53,1,0,828,0.2625,0.089444444,0.046111111,0.0783133,1,25-35k,2,0.14,South London
711,drive,HBO,full,4,20.91666667,42,1,1,1255,0.718333333,0.224166667,0.144444444,0.0576923,3,35-50k,4,0.564722222,South London
712,drive,HBO,full,4,22.0,28,0,1,1979,0.5225,0.179166667,0.151111111,0.288603,3,20-25k,3,0.397777778,South London
713,pt,HBE,dis,5,8.5,26,1,1,7214,1.685555556,0.570277778,0.573611111,0.753995,1,25-35k,2,0.645833333,West London
714,pt,NHBO,free,5,17.25,38,1,1,7265,1.848611111,0.589722222,0.568888889,0.680176,0,50-75k,2,0.728611111,South London
715,drive,HBW,full,4,17.16666667,46,1,1,2015,0.5325,0.163055556,0.270833333,0.278974,1,25-35k,2,0.281666667,West London
716,pt,HBO,full,3,14.5,45,1,0,2536,0.590277778,0.166111111,0.150833333,0.217311,0,35-50k,2,0.348611111,East London
717,drive,HBE,full,2,14.25,45,0,1,2015,0.494166667,0.167222222,0.099166667,0.112045,2,35-50k,4,0.394444444,West London
718,drive,B,full,2,10.66666667,35,0,1,1009,0.257222222,0.108055556,0.093888889,0.405325,1,75-100k,2,0.250277778,Central London
719,drive,HBO,free,3,7.066666667,64,0,1,575,0.172777778,0.086388889,0.084444444,0.141447,1,25-35k,2,0.152777778,West London
720,pt,HBO,dis,5,14.0,18,1,0,9128,2.156944444,0.701388889,0.635833333,0.421581,1,50-75k,3,0.721388889,North London
721,drive,HBW,full,5,8.166666667,53,1,1,1387,0.377777778,0.109444444,0.091666667,0.357576,1,25-35k,2,0.215,West London
722,pt,HBO,full,6,10.0,21,1,0,1320,0.478055556,0.186944444,0.108888889,0.219388,0,5-10k,2,0.285555556,South London
723,drive,NHBO,full,5,17.5,25,1,1,15265,3.694722222,0.957777778,0.697777778,0.477707,2,25-35k,5,0.937222222,West London
724,walk,HBO,full,3,15.91666667,18,1,0,539,0.138333333,0.048055556,0.0375,0.325926,0,<5k,2,0.116944444,Central London
725,drive,HBO,full,3,17.66666667,24,1,1,6002,1.356666667,0.450555556,0.386388889,0.566499,1,15-20k,2,0.626666667,Central London
726,drive,HBO,free,7,18.25,68,0,1,4966,1.186388889,0.363888889,0.2325,0.317802,2,50-75k,2,0.6725,South London
727,drive,HBO,free,7,10.5,60,1,1,3158,0.876666667,0.267222222,0.163611111,0.135823,1,15-20k,4,0.49,West London
728,walk,HBO,full,2,10.5,47,0,1,1035,0.296388889,0.116944444,0.1525,0.500911,1,35-50k,5,0.168055556,Central London
729,drive,HBO,free,5,16.5,75,0,1,3592,0.849166667,0.259444444,0.270833333,0.341538,2,35-50k,3,0.613611111,North London
730,walk,HBO,dis,2,20.0,54,1,1,1551,0.388055556,0.192222222,0.116388889,0.422434,0,25-35k,2,0.251666667,Central London
731,pt,HBO,full,2,14.0,51,1,1,7330,1.662222222,0.509444444,0.474444444,0.570258,1,>100k,5,0.53,North London
732,drive,NHBO,full,7,13.0,28,1,1,1662,0.448055556,0.144722222,0.138055556,0.267606,1,50-75k,2,0.373333333,South London
733,pt,HBO,free,2,14.0,76,1,0,708,0.185833333,0.062777778,0.061944444,0.2287,0,15-20k,2,0.176111111,Central London
734,pt,HBO,full,6,15.5,58,1,1,3207,0.9875,0.318611111,0.250277778,0.328524,1,50-75k,2,0.582222222,East London
735,walk,HBW,full,2,8.0,28,1,1,2407,0.685833333,0.219722222,0.206388889,0.471063,1,75-100k,4,0.367777778,South London
736,drive,HBO,full,5,16.75,32,1,1,4442,1.137222222,0.399444444,0.307777778,0.298736,2,25-35k,5,0.617777778,North London
737,drive,HBO,full,5,22.33333333,58,0,1,10059,2.4125,0.783055556,0.515,0.45685,1,>100k,3,0.932777778,West London
738,pt,HBO,dis,2,0.366666667,25,0,1,7058,1.722222222,0.583611111,0.378888889,0.368768,1,75-100k,2,0.648611111,South London
739,drive,HBO,full,6,17.0,35,1,1,6535,1.629166667,0.555277778,0.330277778,0.394449,1,20-25k,1,0.949722222,West London
740,walk,HBO,free,2,12.5,67,1,1,891,0.189722222,0.078888889,0.112777778,0.394089,0,<5k,1,0.138333333,North London
741,pt,HBO,full,2,19.25,25,0,0,11279,2.628333333,0.894166667,0.643055556,0.697624,0,35-50k,2,0.8675,Central London
742,pt,HBW,full,4,6.0,50,0,1,8360,2.015277778,0.660555556,0.453055556,0.388105,1,>100k,4,0.759444444,South London
743,drive,HBO,full,1,13.0,29,1,1,6863,1.743055556,0.531944444,0.387222222,0.208752,2,50-75k,4,0.401388889,West London
744,cycle,HBO,full,5,16.0,28,1,0,1500,0.371111111,0.1025,0.119722222,0.475638,0,5-10k,1,0.162222222,East London
745,pt,HBO,free,6,8.75,35,1,0,1471,0.461388889,0.148611111,0.116388889,0.176611,0,<5k,3,0.326944444,West London
746,pt,B,full,7,6.833333333,43,1,1,12615,3.047777778,1.0075,0.478611111,0.268717,2,35-50k,5,1.169444444,North London
747,pt,NHBO,free,2,15.0,61,1,0,4607,1.015277778,0.321111111,0.270555556,0.665298,0,5-10k,1,0.433333333,Central London
748,walk,HBO,full,7,12.0,28,1,1,3251,0.773055556,0.281666667,0.328611111,0.524091,0,25-35k,3,0.364444444,Central London
749,pt,NHBO,full,3,15.5,34,1,0,8248,1.981388889,0.695555556,0.462222222,0.314303,0,5-10k,2,0.6675,Central London
750,pt,HBO,full,3,13.5,32,1,0,9756,2.438333333,0.790277778,0.708611111,0.624461,0,25-35k,1,0.710277778,East London
751,drive,NHBO,full,3,18.75,24,0,1,3225,0.865833333,0.2925,0.253333333,0.476974,1,15-20k,1,0.461944444,South London
752,drive,HBO,full,2,23.5,68,1,1,4206,0.923611111,0.2475,0.121111111,0.135321,2,10-15k,2,0.361388889,South London
753,pt,HBW,full,5,7.833333333,30,1,0,20197,4.6,1.478888889,1.196666667,0.640436,0,75-100k,2,0.916666667,South London
754,walk,HBW,full,3,12.5,48,1,1,1006,0.259166667,0.065555556,0.069722222,0.0,0,5-10k,3,0.235277778,East London
755,pt,HBW,dis,3,17.5,29,1,1,4290,0.997222222,0.329166667,0.338333333,0.340723,0,75-100k,2,0.645277778,East London
756,drive,HBE,full,3,8.0,50,1,1,3311,0.873611111,0.313888889,0.180277778,0.0801233,1,75-100k,3,0.678333333,North London
757,pt,B,dis,5,18.5,22,1,1,15325,4.1275,1.444444444,0.950833333,0.503944,2,75-100k,4,1.319444444,South London
758,pt,B,full,4,17.91666667,27,1,0,15019,3.403611111,1.007777778,0.762222222,0.567784,0,25-35k,3,0.750555556,Central London
759,pt,B,full,4,23.83333333,21,0,1,6891,1.765555556,0.540555556,0.356111111,0.425117,1,20-25k,4,0.422222222,East London
760,walk,HBW,full,1,9.0,36,0,1,898,0.286944444,0.096944444,0.106388889,0.469974,0,35-50k,4,0.226388889,Central London
761,drive,HBW,full,4,13.41666667,52,1,1,1589,0.419444444,0.143611111,0.070277778,0.0,2,50-75k,4,0.340555556,South London
762,walk,HBO,full,1,18.25,29,1,1,3098,0.863055556,0.257222222,0.2425,0.517755,2,75-100k,2,0.380277778,Central London
763,walk,HBO,full,2,10.5,49,1,0,887,0.258333333,0.094722222,0.074722222,0.591078,0,20-25k,4,0.165277778,Central London
764,pt,HBO,full,4,15.0,38,1,1,6229,1.475555556,0.498333333,0.371666667,0.663677,1,>100k,3,0.519166667,Central London
765,drive,NHBO,full,6,14.58333333,26,1,1,1754,0.422777778,0.150833333,0.118611111,0.18267,1,10-15k,2,0.345277778,West London
766,pt,HBO,full,7,19.58333333,30,0,0,3218,0.804444444,0.303055556,0.22,0.569444,0,25-35k,3,0.347222222,Central London
767,walk,HBE,full,4,15.5,29,1,0,838,0.254444444,0.068333333,0.0575,0.183575,1,25-35k,3,0.239722222,East London
768,walk,B,free,6,8.5,73,1,1,1159,0.299444444,0.134722222,0.076666667,0.326087,1,25-35k,2,0.173888889,Central London
769,drive,HBO,full,7,15.0,45,1,1,4685,1.34,0.490277778,0.235277778,0.0861865,2,>100k,4,0.813888889,South London
770,drive,HBO,free,3,15.33333333,10,1,0,1332,0.359722222,0.148333333,0.148611111,0.321495,1,10-15k,4,0.273055556,Central London
771,walk,HBO,16+,6,16.33333333,17,1,0,380,0.114166667,0.035833333,0.040555556,0.109589,0,35-50k,7,0.114166667,West London
772,drive,HBO,full,2,18.0,37,1,1,4031,1.163055556,0.412777778,0.268611111,0.465357,1,50-75k,5,1.081111111,East London
773,pt,HBE,dis,1,9.0,21,1,0,3304,0.896111111,0.413333333,0.3625,0.759387,0,5-10k,3,0.534444444,Central London
774,pt,HBO,full,5,12.5,37,1,0,2423,0.583055556,0.200833333,0.160555556,0.269896,0,5-10k,4,0.229166667,West London
775,drive,HBO,full,3,10.16666667,49,1,1,1293,0.297222222,0.130555556,0.072777778,0.557252,2,50-75k,3,0.162222222,Central London
776,pt,HBW,dis,4,18.5,25,1,1,6758,1.551944444,0.538611111,0.533888889,0.662331,0,50-75k,2,0.54,West London
777,pt,B,full,5,15.25,56,1,1,4826,1.126388889,0.427777778,0.261388889,0.678002,0,75-100k,3,0.47,East London
778,walk,HBO,full,5,13.0,39,1,1,1334,0.310277778,0.112222222,0.126666667,0.260965,1,5-10k,3,0.164722222,West London
779,pt,HBO,dis,4,16.5,32,1,1,5481,1.441666667,0.497222222,0.464166667,0.554758,0,50-75k,1,0.505,Central London
780,walk,HBE,free,2,9.0,5,1,0,764,0.189722222,0.096944444,0.106111111,0.366492,0,5-10k,5,0.169166667,Central London
781,pt,NHBO,full,2,17.66666667,38,1,0,3997,1.054444444,0.391111111,0.339166667,0.593776,0,<5k,4,0.548333333,West London
782,walk,HBE,full,5,15.41666667,25,1,0,943,0.3175,0.093055556,0.128611111,0.272138,1,20-25k,5,0.341388889,West London
783,pt,HBW,free,1,6.333333333,60,1,0,3859,0.896111111,0.306666667,0.173888889,0.151757,1,50-75k,3,0.485,Central London
784,pt,HBO,full,7,12.5,26,0,0,1523,0.362222222,0.116388889,0.094722222,0.492669,1,50-75k,2,0.1775,East London
785,drive,HBO,full,5,19.91666667,37,1,1,4311,1.110277778,0.351944444,0.354722222,0.628034,1,75-100k,5,0.596944444,Central London
786,walk,HBO,free,6,19.41666667,48,1,1,299,0.155555556,0.049444444,0.049722222,0.0167598,0,<5k,2,0.086944444,South London
787,drive,B,full,2,15.83333333,49,1,1,1619,0.435277778,0.149166667,0.211666667,0.532808,1,35-50k,2,0.310833333,West London
788,pt,HBE,full,2,16.0,24,1,1,3354,0.783611111,0.329166667,0.295277778,0.476952,0,<5k,1,0.3725,Central London
789,pt,B,full,2,13.0,48,1,1,9541,2.281111111,0.815277778,0.717222222,0.652982,0,35-50k,2,0.793333333,Central London
790,walk,HBO,dis,7,15.91666667,24,1,1,480,0.127222222,0.052777778,0.0575,0.487923,0,15-20k,1,0.073611111,South London
791,drive,HBO,full,7,15.75,34,1,1,2921,0.6575,0.173888889,0.22,0.453283,1,50-75k,3,0.409722222,West London
