,age,female,hh_borough
34018,79,0,Three Rivers
34019,47,1,Ealing
34020,15,0,Bexley
34021,38,0,Barking and Dagenham
34022,23,0,Epping Forest
34023,54,1,Wandsworth
34024,34,1,Brent
34025,74,1,Bromley
34026,27,0,Southwark
34027,7,1,Sutton
34028,43,0,Barnet
34029,60,1,Elmbridge
34030,37,1,Croydon
34031,33,0,Southwark
34032,55,0,Elmbridge
34033,54,0,Haringey
34034,36,0,Barnet
34035,40,1,Hillingdon
34036,12,1,Tower Hamlets
34037,21,0,Richmond upon Thames
34038,67,0,Ealing
34039,86,0,Bexley
34040,5,1,Mole Valley
34041,36,0,Elmbridge
34042,54,1,Southwark
34043,20,0,Waltham Forest
34044,7,1,Greenwich
34045,19,1,Hillingdon
34046,29,0,Hackney
34047,16,1,Enfield
34048,58,1,Haringey
34049,10,1,Wandsworth
34050,37,1,Sutton
34051,61,1,Epsom and Ewell
34052,45,0,Merton
34053,76,1,Waltham Forest
34054,29,0,Hammersmith & Fulham
34055,64,0,Havering
34056,11,1,Kingston upon Thames
34057,26,1,Haringey
34058,1,1,Tower Hamlets
34059,27,1,Epping Forest
34060,20,1,Ealing
34061,14,0,Croydon
34062,35,1,Hillingdon
34063,12,0,Newham
34064,24,0,Southwark
34065,46,1,Hounslow
34066,43,0,Barnet
34067,9,1,Havering
34068,5,1,Greenwich
34069,6,1,Tower Hamlets
34070,27,1,Croydon
34071,22,0,Westminster
34072,30,1,Sevenoaks
34073,2,1,Westminster
34074,61,1,Enfield
34075,61,1,Hammersmith & Fulham
34076,25,0,Tower Hamlets
34077,4,0,Barnet
34078,26,0,Kensington and Chelsea
34079,46,1,Waltham Forest
34080,39,1,Croydon
34081,52,1,Hillingdon
34082,58,0,Lewisham
34083,19,0,Hammersmith & Fulham
34084,45,0,Havering
34085,60,1,Reigate and Banstead
34086,28,0,Greenwich
34087,72,0,Sevenoaks
34088,1,0,Westminster
34089,28,1,Hounslow
34090,74,1,Hillingdon
34091,21,1,Bromley
34092,1,1,Lambeth
34093,27,1,Woking
34094,13,0,Bromley
34095,52,1,Enfield
34096,84,1,Epsom and Ewell
34097,48,1,Newham
34098,43,1,Barnet
34099,46,0,Kingston upon Thames
34100,77,1,Enfield
34101,51,1,Bromley
34102,72,1,Hackney
34103,47,1,Greenwich
34104,39,1,Bromley
34105,67,0,Lewisham
34106,77,1,Bromley
34107,56,1,Havering
34108,50,0,Camden
34109,70,1,Brent
34110,21,0,Enfield
34111,0,1,Southwark
34112,1,0,Lewisham
34113,14,1,Epsom and Ewell
34114,78,0,Hillingdon
34115,36,0,Croydon
34116,30,1,Lambeth
34117,28,1,Brent
34118,77,0,Harrow
34119,57,0,Havering
34120,46,1,Haringey
34121,54,0,Bromley
34122,16,0,Merton
34123,15,0,Lewisham
34124,22,1,Brent
34125,0,0,Richmond upon Thames
34126,31,1,Hackney
34127,56,0,Hertsmere
34128,17,1,Kingston upon Thames
34129,0,0,Kensington and Chelsea
34130,50,0,Merton
34131,44,1,Hammersmith & Fulham
34132,30,0,Thurrock
34133,28,0,Newham
34134,44,0,Ealing
34135,48,1,Three Rivers
34136,85,1,Thurrock
34137,32,0,Sutton
34138,37,1,Lambeth
34139,42,1,Croydon
34140,36,1,Richmond upon Thames
34141,49,0,Havering
34142,22,1,Barking and Dagenham
34143,38,1,Richmond upon Thames
34144,45,0,Thurrock
34145,4,0,Harrow
34146,44,1,Woking
34147,33,0,Hounslow
34148,62,1,Mole Valley
34149,39,0,Haringey
34150,37,0,Dartford
34151,57,1,Redbridge
34152,80,0,Harrow
34153,19,1,Bexley
34154,67,1,Greenwich
34155,38,0,Southwark
34156,76,0,Wandsworth
34157,68,0,Haringey
34158,83,1,Lewisham
34159,20,0,Redbridge
34160,9,1,Kensington and Chelsea
34161,61,1,Kingston upon Thames
34162,27,1,Enfield
34163,1,0,Westminster
34164,17,0,Tandridge
34165,31,1,Harrow
34166,62,1,Sutton
34167,46,0,Newham
34168,64,1,Bromley
34169,3,0,Islington
34170,10,1,Tower Hamlets
34171,15,0,Newham
34172,18,0,Sutton
34173,14,1,Brent
34174,43,0,Kingston upon Thames
34175,50,0,Ealing
34176,0,0,Dartford
34177,55,1,Redbridge
34178,35,1,Wandsworth
34179,81,1,Runnymede
34180,33,0,Ealing
34181,44,0,Havering
34182,25,0,Wandsworth
34183,54,1,Elmbridge
34184,64,1,Lewisham
34185,31,0,Lewisham
34186,39,1,Hillingdon
34187,69,0,Sutton
34188,39,0,Newham
34189,25,1,Wandsworth
34190,35,0,Lambeth
34191,32,1,Kingston upon Thames
34192,1,0,Barnet
34193,2,0,Lambeth
34194,16,0,Lambeth
34195,20,0,Richmond upon Thames
34196,35,0,Kingston upon Thames
34197,10,0,Sutton
34198,16,1,Hackney
34199,23,0,Hounslow
34200,10,0,Mole Valley
34201,9,0,Tandridge
34202,8,1,Waltham Forest
34203,90,0,Bromley
34204,22,0,Wandsworth
34205,46,0,Hillingdon
34206,67,1,Runnymede
34207,67,0,Bromley
34208,41,1,Hertsmere
34209,35,0,Greenwich
34210,72,1,Barking and Dagenham
34211,60,0,Westminster
34212,79,1,Southwark
34213,18,0,Camden
34214,19,1,Bexley
34215,19,1,Westminster
34216,60,0,Kingston upon Thames
34217,26,1,Westminster
34218,16,1,Kingston upon Thames
34219,25,0,Tower Hamlets
34220,38,1,Harrow
34221,14,0,Enfield
34222,68,1,Epping Forest
34223,15,1,South Bucks
34224,27,0,Wandsworth
34225,31,0,Spelthorne
34226,72,0,Barnet
34227,31,1,Islington
34228,59,0,Barnet
34229,5,0,Hackney
34230,38,1,Epping Forest
34231,63,1,Havering
34232,34,1,Bromley
34233,5,1,Brent
34234,20,1,Three Rivers
34235,34,0,Lambeth
34236,24,0,Waltham Forest
34237,18,1,Harrow
34238,8,0,Thurrock
34239,24,1,Merton
34240,43,0,Barnet
34241,0,0,Bexley
34242,53,1,Runnymede
34243,35,0,Epsom and Ewell
34244,52,0,Greenwich
34245,34,1,Kingston upon Thames
34246,65,0,Mole Valley
34247,24,0,Newham
34248,10,1,Islington
34249,5,1,Tower Hamlets
34250,15,1,Islington
34251,51,1,Hammersmith & Fulham
34252,18,0,Three Rivers
34253,1,1,Barking and Dagenham
34254,41,0,Sutton
34255,80,0,Camden
34256,79,0,Tandridge
34257,21,1,Croydon
34258,17,1,Bexley
34259,5,1,Redbridge
34260,43,1,Barnet
34261,29,1,Hackney
34262,65,0,Southwark
34263,57,1,Havering
34264,54,1,Harrow
34265,20,1,Kingston upon Thames
34266,6,1,Redbridge
34267,45,0,Harrow
34268,41,0,Redbridge
34269,30,0,Lewisham
34270,25,0,Hackney
34271,31,0,Sevenoaks
34272,30,0,Camden
34273,61,1,Lambeth
34274,4,1,Woking
34275,16,1,Lambeth
34276,65,0,Brent
34277,30,1,Woking
34278,41,0,Hammersmith & Fulham
34279,37,0,Bromley
34280,28,1,Harrow
34281,27,1,Sutton
34282,11,1,Barnet
34283,65,0,Southwark
34284,35,1,Barking and Dagenham
34285,41,0,Tandridge
34286,28,0,Tower Hamlets
34287,10,1,Bexley
34288,23,0,Newham
34289,63,0,Richmond upon Thames
34290,57,1,Bromley
34291,11,1,Haringey
34292,71,0,Newham
34293,32,0,Greenwich
34294,28,1,Croydon
34295,73,0,Havering
34296,46,1,Sutton
34297,46,1,Southwark
34298,26,1,Newham
34299,91,1,Thurrock
34300,46,1,Waltham Forest
34301,26,1,Wandsworth
34302,34,1,Lambeth
34303,28,0,Lewisham
34304,9,1,Lambeth
34305,45,1,Dartford
34306,48,0,Wandsworth
34307,34,0,Greenwich
34308,8,0,Wandsworth
34309,23,1,Sutton
34310,74,1,Richmond upon Thames
34311,40,1,Brent
34312,16,0,Havering
34313,33,1,Merton
34314,84,1,Enfield
34315,26,0,Harrow
34316,76,0,Ealing
34317,40,0,Islington
34318,41,1,Hillingdon
34319,15,1,Ealing
34320,35,0,Harrow
34321,5,0,Enfield
34322,90,1,Kensington and Chelsea
34323,29,0,Croydon
34324,52,1,South Bucks
34325,36,1,Dartford
34326,41,0,Ealing
34327,48,1,Enfield
34328,33,1,Hammersmith & Fulham
34329,11,0,Barnet
34330,26,1,Haringey
34331,48,0,Croydon
34332,28,1,Brent
34333,45,0,Bromley
34334,2,1,Merton
34335,64,0,Bromley
34336,55,1,Lambeth
34337,16,0,Ealing
34338,28,0,Barking and Dagenham
34339,78,0,Kensington and Chelsea
34340,12,0,South Bucks
34341,76,1,Lambeth
34342,37,1,Merton
34343,38,1,Kingston upon Thames
34344,22,0,Enfield
34345,40,1,Waltham Forest
34346,38,1,Westminster
34347,39,1,Richmond upon Thames
34348,41,0,Watford
34349,9,1,Richmond upon Thames
34350,67,0,Bexley
34351,56,1,Harrow
34352,40,1,Havering
34353,45,1,Hackney
34354,64,1,Enfield
34355,14,0,Newham
34356,15,1,Haringey
34357,48,0,Haringey
34358,60,0,Harrow
34359,17,0,Hillingdon
34360,66,0,Barnet
34361,43,1,Lewisham
34362,27,1,Brent
34363,86,1,Croydon
34364,19,0,Croydon
34365,27,0,Lewisham
34366,25,0,Havering
34367,2,1,Redbridge
34368,0,0,Croydon
34369,35,1,Merton
34370,56,0,Bromley
34371,32,1,Enfield
34372,70,1,Sutton
34373,53,1,Ealing
34374,57,0,Croydon
34375,67,1,Wandsworth
34376,47,0,Hertsmere
34377,33,0,Barnet
34378,36,0,Enfield
34379,24,1,Haringey
34380,52,1,Thurrock
34381,75,0,Bromley
34382,27,0,Barnet
34383,48,1,Hounslow
34384,61,0,Lewisham
34385,50,0,Barking and Dagenham
34386,55,0,Reigate and Banstead
34387,4,1,Redbridge
34388,12,1,Hammersmith & Fulham
34389,17,0,Enfield
34390,65,0,Hertsmere
34391,72,1,Hillingdon
34392,8,1,Waltham Forest
34393,45,0,Ealing
34394,32,1,Hammersmith & Fulham
34395,4,0,Havering
34396,52,1,Richmond upon Thames
34397,5,0,Brent
34398,50,0,Croydon
34399,7,0,South Bucks
34400,32,1,Tower Hamlets
34401,12,0,Newham
34402,31,1,Lambeth
34403,6,1,Bromley
34404,44,1,Camden
34405,41,0,Hertsmere
34406,16,0,Woking
34407,71,1,Barnet
34408,60,0,Kingston upon Thames
34409,14,1,Sutton
34410,23,0,Redbridge
34411,31,0,Lambeth
34412,43,1,Bromley
34413,26,1,Camden
34414,26,0,Waltham Forest
34415,43,0,Ealing
34416,29,1,Tower Hamlets
34417,25,1,Barnet
34418,33,1,Waltham Forest
34419,70,0,Bexley
34420,18,1,Richmond upon Thames
34421,5,0,Sevenoaks
34422,22,1,Hackney
34423,59,0,Barking and Dagenham
34424,2,1,Ealing
34425,21,0,Kingston upon Thames
34426,71,0,Camden
34427,46,0,Harrow
34428,40,0,Bromley
34429,3,1,Lewisham
34430,26,1,Haringey
34431,35,1,Sutton
34432,57,0,Enfield
34433,52,0,Croydon
34434,19,0,Lewisham
34435,20,1,Greenwich
34436,33,1,Haringey
34437,29,1,Kingston upon Thames
34438,63,1,Westminster
34439,57,0,Haringey
34440,24,1,Waltham Forest
34441,7,0,Redbridge
34442,62,1,Lewisham
34443,60,1,Croydon
34444,19,0,Hertsmere
34445,72,0,Mole Valley
34446,28,1,Epsom and Ewell
34447,23,0,Spelthorne
34448,49,1,Southwark
34449,23,0,Hammersmith & Fulham
34450,51,0,Harrow
34451,41,0,Tower Hamlets
34452,56,0,Tower Hamlets
34453,20,1,Runnymede
34454,14,0,Merton
34455,49,1,Kensington and Chelsea
34456,86,0,Sevenoaks
34457,39,1,Ealing
34458,8,1,Brent
34459,26,0,Hillingdon
34460,3,0,Harrow
34461,1,1,Haringey
34462,19,0,Enfield
34463,37,1,Harrow
34464,46,0,Haringey
34465,14,1,Redbridge
34466,11,1,Hammersmith & Fulham
34467,38,0,Wandsworth
34468,26,0,Wandsworth
34469,41,0,Enfield
34470,36,1,Brent
34471,2,1,Redbridge
34472,47,0,Newham
34473,13,1,Lewisham
34474,57,0,Woking
34475,45,1,Waltham Forest
34476,27,1,Hillingdon
34477,22,0,Greenwich
34478,48,1,Hillingdon
34479,23,1,Hammersmith & Fulham
34480,22,1,Camden
34481,10,1,Brent
34482,40,0,Southwark
34483,54,1,Three Rivers
34484,65,1,Bromley
34485,34,1,Hillingdon
34486,29,1,Bexley
34487,46,1,Hackney
34488,16,0,Kingston upon Thames
34489,62,0,Sutton
34490,55,1,Camden
34491,61,1,Kensington and Chelsea
34492,61,0,Bexley
34493,29,1,Camden
34494,29,1,Bromley
34495,21,0,Islington
34496,26,1,City of London
34497,53,1,Lambeth
34498,8,1,Havering
34499,8,1,Epping Forest
34500,23,1,Islington
34501,8,0,Brent
34502,43,0,Three Rivers
34503,48,0,Brent
34504,15,0,Westminster
34505,76,0,Lewisham
34506,53,1,Croydon
34507,56,0,Enfield
34508,19,0,Thurrock
34509,41,1,Wandsworth
34510,29,1,Haringey
34511,38,0,Richmond upon Thames
34512,32,0,Newham
34513,27,0,Hounslow
34514,3,0,Ealing
34515,57,1,Havering
34516,12,0,Hackney
34517,50,1,Newham
34518,64,0,Lambeth
34519,41,0,Elmbridge
34520,13,0,Tower Hamlets
34521,37,1,Enfield
34522,35,0,Thurrock
34523,34,0,Camden
34524,53,1,Epping Forest
34525,47,1,Greenwich
34526,5,0,Hammersmith & Fulham
34527,50,1,Croydon
34528,44,1,City of London
34529,9,1,Newham
34530,37,1,Barking and Dagenham
34531,47,1,Brent
34532,50,0,Hammersmith & Fulham
34533,45,0,Croydon
34534,36,1,Hammersmith & Fulham
34535,7,1,Croydon
34536,13,0,Lewisham
34537,30,1,Camden
34538,64,0,Croydon
34539,41,0,Greenwich
34540,59,1,Enfield
34541,66,1,Haringey
34542,29,0,Lewisham
34543,29,1,Redbridge
34544,54,1,Southwark
34545,6,1,Sutton
34546,50,0,Hounslow
34547,38,0,Woking
34548,59,1,Sutton
34549,19,1,Thurrock
34550,52,0,Wandsworth
34551,29,0,Sutton
34552,38,1,Enfield
34553,23,0,Brent
34554,5,1,Westminster
34555,94,1,Camden
34556,15,1,Westminster
34557,44,0,Sutton
34558,60,0,Hammersmith & Fulham
34559,54,1,Islington
34560,16,0,Westminster
34561,71,0,Merton
34562,27,1,Tower Hamlets
34563,14,0,Tandridge
34564,14,1,Harrow
34565,14,0,Hackney
34566,41,0,Newham
34567,66,0,Islington
34568,35,1,Elmbridge
34569,33,0,Haringey
34570,39,1,Hammersmith & Fulham
34571,70,1,Bromley
34572,44,0,Enfield
34573,52,0,Waltham Forest
34574,87,1,Kingston upon Thames
34575,27,1,Hammersmith & Fulham
34576,75,0,Hillingdon
34577,6,0,Hackney
34578,26,0,Redbridge
34579,18,1,Kingston upon Thames
34580,33,1,Bexley
34581,16,0,Harrow
34582,66,0,Greenwich
34583,25,1,Greenwich
34584,29,1,Hounslow
34585,34,1,Greenwich
34586,38,0,Islington
34587,23,1,Southwark
34588,20,1,Hackney
34589,21,0,Camden
34590,65,1,Reigate and Banstead
34591,47,0,Redbridge
34592,55,0,Newham
34593,86,0,Woking
34594,52,1,Haringey
34595,49,0,Hounslow
34596,62,0,Croydon
34597,19,1,Spelthorne
34598,22,1,Wandsworth
34599,55,0,Brent
34600,72,0,Havering
34601,81,0,Bromley
34602,44,1,Lambeth
34603,37,0,Ealing
34604,15,0,Mole Valley
34605,42,1,Brent
34606,24,0,Southwark
34607,26,1,Southwark
34608,36,0,Croydon
34609,33,1,Wandsworth
34610,43,1,Harrow
34611,68,1,Epsom and Ewell
34612,78,1,Southwark
34613,24,1,Lewisham
34614,60,1,Brent
34615,13,0,Three Rivers
34616,39,1,Wandsworth
34617,32,0,Ealing
34618,40,0,Thurrock
34619,2,0,Wandsworth
34620,29,1,Hammersmith & Fulham
34621,23,0,Hammersmith & Fulham
34622,2,0,Hammersmith & Fulham
34623,91,1,Bromley
34624,22,1,Dartford
34625,37,1,Camden
34626,47,0,Haringey
34627,64,0,Westminster
34628,72,1,Wandsworth
34629,35,1,Barnet
34630,7,1,Hackney
34631,41,0,Ealing
34632,75,0,Greenwich
34633,15,1,Hertsmere
34634,21,1,Waltham Forest
34635,26,0,Enfield
34636,31,1,Waltham Forest
34637,76,0,Kensington and Chelsea
34638,69,1,Brent
34639,22,0,Southwark
34640,41,0,Wandsworth
34641,59,1,Newham
34642,60,0,Brent
34643,50,1,Ealing
34644,62,0,Croydon
34645,59,1,Waltham Forest
34646,27,1,Lambeth
34647,35,0,Waltham Forest
34648,37,0,Waltham Forest
34649,43,1,Kingston upon Thames
34650,2,0,Greenwich
34651,16,1,Epping Forest
34652,51,1,Hammersmith & Fulham
34653,24,0,Camden
34654,85,0,Kensington and Chelsea
34655,29,0,Haringey
34656,21,0,Lambeth
34657,0,0,Mole Valley
34658,37,0,Southwark
34659,0,0,Southwark
34660,63,0,Croydon
34661,27,0,Camden
34662,7,0,Bromley
34663,2,0,Lambeth
34664,97,1,Barnet
34665,0,0,Spelthorne
34666,48,1,Haringey
34667,17,0,Merton
34668,29,1,Hounslow
34669,29,0,Camden
34670,49,0,Waltham Forest
34671,7,1,Havering
34672,21,1,Haringey
34673,26,1,Hillingdon
34674,21,1,Newham
34675,7,1,Elmbridge
34676,33,0,Bromley
34677,3,0,Westminster
34678,77,1,Kensington and Chelsea
34679,16,0,Enfield
34680,17,0,Croydon
34681,60,0,Southwark
34682,30,0,Brent
34683,14,0,Ealing
34684,41,1,Westminster
34685,73,0,Enfield
34686,35,1,Barnet
34687,31,0,Epsom and Ewell
34688,43,0,Kingston upon Thames
34689,68,1,Bexley
34690,52,0,Bexley
34691,39,0,Merton
34692,72,1,Islington
34693,33,0,Hillingdon
34694,19,0,Havering
34695,11,1,Newham
34696,76,0,Ealing
34697,62,1,Greenwich
34698,15,0,Barnet
34699,54,0,Lambeth
34700,40,0,Richmond upon Thames
34701,68,1,Greenwich
34702,31,1,Hounslow
34703,80,1,Kensington and Chelsea
34704,15,0,Three Rivers
34705,67,0,Hillingdon
34706,51,1,Hackney
34707,35,1,Enfield
34708,82,1,Bexley
34709,40,1,Runnymede
34710,72,0,Hillingdon
34711,60,0,Wandsworth
34712,54,0,Enfield
34713,72,1,Greenwich
34714,7,1,Bromley
34715,19,0,Camden
34716,19,0,Croydon
34717,25,0,Westminster
34718,1,0,Runnymede
34719,43,1,Brent
34720,11,1,Brent
34721,52,1,Bromley
34722,24,0,Hillingdon
34723,39,0,Haringey
34724,57,0,Greenwich
34725,33,1,Three Rivers
34726,54,1,Harrow
34727,69,1,Kingston upon Thames
34728,24,1,Southwark
34729,3,1,Woking
34730,32,1,Lewisham
34731,26,1,Watford
34732,54,1,Enfield
34733,10,1,Thurrock
34734,25,1,Wandsworth
34735,76,0,Redbridge
34736,40,1,Wandsworth
34737,25,1,Hillingdon
34738,3,1,Spelthorne
34739,4,1,Newham
34740,28,0,Wandsworth
34741,30,0,Camden
34742,56,1,Brent
34743,30,0,Hillingdon
34744,92,1,Havering
34745,47,0,Wandsworth
34746,32,1,Barnet
34747,69,0,Woking
34748,51,1,Hackney
34749,19,1,Greenwich
34750,26,0,Ealing
34751,37,1,Waltham Forest
34752,38,0,Hertsmere
34753,49,1,Epping Forest
34754,38,1,Barnet
34755,38,0,Wandsworth
34756,25,1,South Bucks
34757,16,0,Redbridge
34758,68,0,Ealing
34759,76,1,Enfield
34760,5,0,Lewisham
34761,59,0,Barnet
34762,72,0,Bromley
34763,79,1,Runnymede
34764,37,0,Three Rivers
34765,25,1,Southwark
34766,25,1,Thurrock
34767,75,1,Dartford
34768,23,1,Newham
34769,71,1,Havering
34770,29,1,Thurrock
34771,31,0,Hounslow
34772,66,0,Hounslow
34773,54,1,Sutton
34774,26,0,Islington
34775,31,0,Epping Forest
34776,49,0,Croydon
34777,30,1,Newham
34778,36,0,Barnet
34779,38,0,Hammersmith & Fulham
34780,6,0,Barnet
34781,29,0,Islington
34782,53,0,Ealing
34783,24,0,Kensington and Chelsea
34784,71,1,Bexley
34785,47,0,Tower Hamlets
34786,37,0,Newham
34787,0,1,Hackney
34788,33,1,Bexley
34789,71,1,Sutton
34790,78,1,Ealing
34791,63,0,Hillingdon
34792,21,0,Ealing
34793,28,0,Harrow
34794,29,0,Redbridge
34795,1,0,Richmond upon Thames
34796,14,0,Ealing
34797,47,0,Kingston upon Thames
34798,1,0,Harrow
34799,49,1,Runnymede
34800,24,1,Wandsworth
34801,2,0,Bromley
34802,12,0,Harrow
34803,42,0,Waltham Forest
34804,66,1,Lewisham
34805,38,0,Waltham Forest
34806,19,1,Brent
34807,15,0,Tower Hamlets
34808,41,1,Westminster
34809,18,1,Woking
34810,0,0,Waltham Forest
34811,32,1,Newham
34812,32,1,Hounslow
34813,10,0,Enfield
34814,30,0,Sutton
34815,30,1,Lewisham
34816,18,0,Bexley
34817,56,1,Epsom and Ewell
34818,23,1,Wandsworth
34819,19,1,Greenwich
34820,40,1,Barnet
34821,1,1,Hillingdon
34822,29,1,Greenwich
34823,87,0,South Bucks
34824,20,0,Newham
34825,18,0,Greenwich
34826,29,0,Lambeth
34827,51,0,Sutton
34828,14,0,Hillingdon
34829,34,0,Westminster
34830,49,1,Haringey
34831,38,1,Lambeth
34832,24,1,Epsom and Ewell
34833,40,0,Hounslow
34834,49,1,Kensington and Chelsea
34835,78,0,Enfield
34836,1,0,Bromley
34837,36,0,Hertsmere
34838,28,1,Kingston upon Thames
34839,11,1,Barnet
34840,44,1,Enfield
34841,32,1,Richmond upon Thames
34842,44,0,Tower Hamlets
34843,3,0,Wandsworth
34844,73,1,Runnymede
34845,39,0,Ealing
34846,8,1,Reigate and Banstead
34847,32,1,Redbridge
34848,20,0,Croydon
34849,48,0,Enfield
34850,86,1,Lewisham
34851,76,1,Harrow
34852,4,1,Sutton
34853,38,0,Redbridge
34854,34,0,Ealing
34855,29,0,Sutton
34856,47,0,Dartford
34857,32,1,Haringey
34858,46,1,Southwark
34859,37,1,Lambeth
34860,45,1,Merton
34861,28,1,Barking and Dagenham
34862,80,0,Enfield
34863,50,0,Elmbridge
34864,24,1,Kensington and Chelsea
34865,10,1,Wandsworth
34866,25,0,Greenwich
34867,66,1,Hertsmere
34868,55,0,Woking
34869,32,0,Waltham Forest
34870,25,0,Southwark
34871,8,0,Hillingdon
34872,38,0,Hackney
34873,28,0,Redbridge
34874,29,1,Brent
34875,50,1,Merton
34876,78,0,Redbridge
34877,19,1,Lewisham
34878,48,1,Lambeth
34879,51,1,Runnymede
34880,27,0,Bexley
34881,38,0,Kensington and Chelsea
34882,32,0,Newham
34883,56,1,Bromley
34884,76,0,Brent
34885,21,1,Redbridge
34886,41,1,Brent
34887,34,0,Hounslow
34888,41,1,Hillingdon
34889,8,0,Bromley
34890,46,0,Croydon
34891,22,0,Enfield
34892,1,0,Epping Forest
34893,1,0,Newham
34894,14,0,Spelthorne
34895,0,0,Newham
34896,6,0,Ealing
34897,27,1,Dartford
34898,39,1,Dartford
34899,37,1,Hammersmith & Fulham
34900,40,0,Havering
34901,31,0,Hammersmith & Fulham
34902,0,0,Bromley
34903,73,0,Brent
34904,42,0,Greenwich
34905,3,1,Barking and Dagenham
34906,18,0,Barnet
34907,30,1,Hackney
34908,20,0,Westminster
34909,13,1,Hertsmere
34910,29,0,Hounslow
34911,52,1,Wandsworth
34912,21,0,Hillingdon
34913,59,1,Bromley
34914,33,0,Bromley
34915,12,0,Haringey
34916,84,1,Havering
34917,40,0,Hillingdon
34918,38,0,Havering
34919,30,1,Tower Hamlets
34920,83,0,Hammersmith & Fulham
34921,85,0,City of London
34922,3,1,Hillingdon
34923,32,1,Redbridge
34924,31,0,Newham
34925,76,0,Tower Hamlets
34926,32,1,Wandsworth
34927,20,1,Barking and Dagenham
34928,38,0,Greenwich
34929,36,1,Westminster
34930,16,0,Croydon
34931,79,0,Havering
34932,11,1,Enfield
34933,47,0,Hackney
34934,29,1,Wandsworth
34935,30,0,Hackney
34936,46,0,Barking and Dagenham
34937,59,1,Sevenoaks
34938,7,0,Three Rivers
34939,17,0,Three Rivers
34940,33,1,Barnet
34941,74,1,Wandsworth
34942,45,1,Barnet
34943,46,1,Epsom and Ewell
34944,7,0,Tower Hamlets
34945,17,1,Westminster
34946,49,1,Hounslow
34947,80,0,Harrow
34948,9,0,Ealing
34949,46,1,Havering
34950,35,0,Croydon
34951,35,1,Sevenoaks
34952,79,0,Croydon
34953,39,1,Haringey
34954,43,0,Hounslow
34955,30,0,Hammersmith & Fulham
34956,75,1,Bexley
34957,28,1,Westminster
34958,30,0,Haringey
34959,60,0,Sevenoaks
34960,26,0,Thurrock
34961,32,1,Kingston upon Thames
34962,7,1,Merton
34963,27,0,Hackney
34964,6,0,Sutton
34965,58,0,Epsom and Ewell
34966,26,1,Tower Hamlets
34967,12,0,Reigate and Banstead
34968,77,0,Reigate and Banstead
34969,45,0,Runnymede
34970,35,0,Kingston upon Thames
34971,23,0,Merton
34972,38,0,Tandridge
34973,31,1,Camden
34974,1,0,Spelthorne
34975,2,0,Tower Hamlets
34976,23,1,Lambeth
34977,40,1,Wandsworth
34978,30,0,Enfield
34979,43,1,Southwark
34980,4,0,Hackney
34981,51,0,Reigate and Banstead
34982,47,1,Barnet
34983,74,0,Thurrock
34984,38,0,Merton
34985,42,1,Kingston upon Thames
34986,24,0,Hammersmith & Fulham
34987,2,1,Sutton
34988,50,0,Hackney
34989,48,1,Tower Hamlets
34990,88,1,Ealing
34991,51,0,Waltham Forest
34992,35,1,Hammersmith & Fulham
34993,9,0,Enfield
34994,63,0,Hertsmere
34995,36,0,Lewisham
34996,34,0,Brent
34997,46,0,Brent
34998,6,0,Havering
34999,54,1,Barking and Dagenham
35000,7,0,Barnet
35001,19,1,Thurrock
35002,77,0,Kensington and Chelsea
35003,82,1,Hammersmith & Fulham
35004,40,0,Lewisham
35005,41,0,Kingston upon Thames
35006,17,0,Enfield
35007,46,0,Brent
35008,32,0,Camden
35009,41,0,Enfield
35010,4,1,Bexley
35011,31,1,Camden
35012,6,0,Enfield
35013,53,1,Haringey
35014,23,1,Croydon
35015,17,0,Lewisham
35016,16,1,South Bucks
35017,5,1,Barking and Dagenham
35018,3,1,Haringey
35019,28,1,Wandsworth
35020,56,0,Waltham Forest
35021,66,1,Barnet
35022,29,0,Waltham Forest
35023,47,1,Southwark
35024,11,1,Woking
35025,29,0,Reigate and Banstead
35026,22,0,Hackney
35027,12,0,Harrow
35028,13,1,Merton
35029,21,0,Hounslow
35030,44,0,Greenwich
35031,7,1,Bexley
35032,26,0,Epsom and Ewell
35033,1,0,Hounslow
35034,13,0,Hounslow
35035,15,1,Waltham Forest
35036,22,0,Hillingdon
35037,29,1,Southwark
35038,6,0,Barnet
35039,94,0,Watford
35040,24,1,Richmond upon Thames
35041,53,1,Islington
35042,14,1,Hertsmere
35043,2,0,Runnymede
35044,9,0,Hackney
35045,62,0,Reigate and Banstead
35046,75,1,Sutton
35047,64,0,Tower Hamlets
35048,1,0,Harrow
35049,45,1,Newham
35050,62,0,Barking and Dagenham
35051,36,1,Elmbridge
35052,3,1,Barking and Dagenham
35053,54,0,Harrow
35054,72,1,South Bucks
35055,31,1,Ealing
35056,0,0,Spelthorne
